genus,temp,relative_abundance,Family,Order,Class,Phylum
Ruegeria,9,5.162089613875697e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Ruegeria,10.9,7.77363184079602e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Salipiger,9,0.000154863,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Salipiger,10.9,0.000155473,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Silicimonas,10.9,7.77363184079602e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Sulfitobacter,10.9,0.000466418,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Sulfitobacter,10.9,0.000242718,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Sulfitobacter,9,0.000309725,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Tabrizicola,10.9,0.000388682,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Tabrizicola,10.9,0.000242718,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Thalassococcus,10.9,7.77363184079602e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Thioclava,9,5.162089613875697e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Thioclava,10.9,0.000233209,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Yangia,9,0.000154863,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Yoonia,10.9,7.77363184079602e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Yoonia,9,5.162089613875697e-05,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Aromatoleum,10.9,7.77363184079602e-05,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Aromatoleum,9,5.162089613875697e-05,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Azoarcus,9,0.001032418,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Azoarcus,10.9,0.000970874,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Azoarcus,10.9,0.001243781,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Azospira,10.9,0.000233209,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Azospira,10.9,0.000242718,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Dechloromonas,10.9,0.000155473,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Dechloromonas,9,0.000103242,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Denitratisoma,10.9,7.77363184079602e-05,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Fluviibacter,9,5.162089613875697e-05,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Fluviibacter,10.9,7.77363184079602e-05,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Methyloversatilis,10.9,0.000310945,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Methyloversatilis,9,0.000103242,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Oryzomicrobium,9,5.162089613875697e-05,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Oryzomicrobium,10.9,0.000310945,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Oryzomicrobium,10.9,0.000242718,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Rugosibacter,10.9,0.000242718,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Rugosibacter,9,0.000103242,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Rugosibacter,10.9,0.000233209,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Sulfuritalea,9,0.000103242,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Sulfuritalea,10.9,7.77363184079602e-05,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Thauera,10.9,0.000699627,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Thauera,9,0.000619451,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Thauera,10.9,0.000970874,Rhodocyclaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Rhodomicrobium,10.9,0.000310945,Rhodomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhodomicrobium,9,0.000154863,Rhodomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhodomicrobium,10.7,0.004587156,Rhodomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Pararhodospirillum,10.9,0.000233209,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Pararhodospirillum,9,0.000103242,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Rhodospirillaceae,9,0.000361346,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Rhodospirillaceae,10.9,0.000466418,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Rhodospirillum,9,0.000361346,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Rhodospirillum,10.9,0.000485437,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Rhodospirillum,10.9,0.001088308,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Rhodothermus,10.9,7.77363184079602e-05,Rhodothermaceae,Rhodothermales,Rhodothermia,Bacteroidota
Rickettsia,10.9,0.000310945,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria
Rickettsia,10.9,0.000242718,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria
Rickettsia,9,0.000103242,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria
Alistipes,10.9,0.000155473,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota
Alistipes,9,5.162089613875697e-05,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota
Halothece,10.9,0.000155473,Rubidibacteraceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteria
Rubrobacter,10.9,7.77363184079602e-05,Rubrobacteraceae,Rubrobacterales,Rubrobacteria,Actinobacteriota
Rubrobacter,10.9,0.000242718,Rubrobacteraceae,Rubrobacterales,Rubrobacteria,Actinobacteriota
Brettanomyces,9.3,0.001851852,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Kluyveromyces,10.9,0.000242718,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Zygotorulaspora,10.9,0.000242718,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Zygotorulaspora,9.3,0.001851852,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Salinarchaeum,10.9,7.77363184079602e-05,Salinarchaeaceae,Halobacteriales,Halobacteria,Halobacteriota
Salinibacter,9,5.162089613875697e-05,Salinibacteraceae,Rhodothermales,Rhodothermia,Bacteroidota
Salinisphaera,9,0.000206484,Salinisphaeraceae,Nevskiales,Gammaproteobacteria,Proteobacteria
Sandaracinus,9,0.000103242,Sandaracinaceae,Polyangiales,Polyangia,Myxococcota
Sandaracinus,10.9,7.77363184079602e-05,Sandaracinaceae,Polyangiales,Polyangia,Myxococcota
Botrytis,9.3,0.007407407,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota
Botrytis,10.9,0.000728155,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota
Botrytis,10.9,7.77363184079602e-05,Sclerotiniaceae,Helotiales,Leotiomycetes,Ascomycota
Sedimenticola,10.9,7.77363184079602e-05,Sedimenticolaceae,Chromatiales,Gammaproteobacteria,Proteobacteria
Thiolapillus,9,0.000103242,Sedimenticolaceae,Chromatiales,Gammaproteobacteria,Proteobacteria
Ferrimonas,9,5.162089613875697e-05,Shewanellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Parashewanella,10.9,7.77363184079602e-05,Shewanellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Parashewanella,9,5.162089613875697e-05,Shewanellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Shewanella,10.9,0.000699627,Shewanellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Shewanella,9,0.000309725,Shewanellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Shewanella,10.9,0.000242718,Shewanellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Sinobacteraceae,9,5.162089613875697e-05,Sinobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Actinomarinicola,10.9,0.000155473,SKKL01,Acidimicrobiales,Acidimicrobiia,Actinobacteriota
Baekduia,10.9,0.000242718,Solirubrobacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteriota
Baekduia,9,5.162089613875697e-05,Solirubrobacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteriota
Baekduia,10.9,7.77363184079602e-05,Solirubrobacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteriota
Mucilaginibacter,10.9,7.77363184079602e-05,Sphingobacteriaceae,Sphingobacteriales,Bacteroidia,Bacteroidota
Olivibacter,10.9,7.77363184079602e-05,Sphingobacteriaceae,Sphingobacteriales,Bacteroidia,Bacteroidota
Pedobacter,9,5.162089613875697e-05,Sphingobacteriaceae,Sphingobacteriales,Bacteroidia,Bacteroidota
Blastomonas,10.9,7.77363184079602e-05,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Blastomonas,9,0.000206484,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Citromicrobium,9,0.000103242,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Croceicoccus,10.9,0.000310945,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Croceicoccus,9,0.00056783,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Croceicoccus,10.9,0.000242718,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Erythrobacter,10.9,0.000310945,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Erythrobacter,9,0.000361346,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Novosphingobium,9,0.001238902,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Novosphingobium,10.9,0.000777363,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Novosphingobium,10.9,0.000485437,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Novosphingopyxis,9,0.000103242,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Parasphingopyxis,9,0.000154863,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Parasphingopyxis,10.9,0.000485437,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Parasphingopyxis,10.9,0.000233209,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Paraurantiacibacter,9,0.000103242,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Paraurantiacibacter,10.9,0.000233209,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Pelagerythrobacter,9,0.000309725,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Pelagerythrobacter,10.9,7.77363184079602e-05,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Qipengyuania,9,0.000361346,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Rhizorhabdus,9,0.000258104,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Rhizorhabdus,10.9,7.77363184079602e-05,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sandaracinobacter,9,0.000206484,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sandaracinobacter,10.9,0.000233209,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingobium,10.9,0.002798507,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingobium,9,0.002529424,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingobium,10.9,0.002669903,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingomonadaceae,10.9,0.000699627,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingomonadaceae,9,0.00056783,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingomonadaceae,10.9,0.000485437,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingomonas,10.9,0.005519279,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingomonas,9,0.004284534,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingomonas,10.9,0.002184466,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingopyxis,9,0.001238902,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingopyxis,10.9,0.000485437,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingopyxis,10.9,0.001554726,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingorhabdus,9,0.000103242,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingorhabdus,10.9,0.000155473,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingorhabdus,10.9,0.000485437,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingosinicella,9,0.000154863,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Sphingosinicella,10.9,0.000155473,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Tardibacter,9,5.162089613875697e-05,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Tardibacter,10.9,0.000155473,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Tsuneonella,9,0.000258104,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Tsuneonella,10.9,0.000155473,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Zymomonas,10.9,0.000233209,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Zymomonas,9,0.000103242,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Spirochaeta,10.9,0.000242718,Spirochaetaceae,Unknown,Unknown,Spirochaetota
Oceanicoccus,10.9,7.77363184079602e-05,Spongiibacteraceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Spongiibacter,10.9,7.77363184079602e-05,Spongiibacteraceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Mammaliicoccus,9,0.000103242,Staphylococcaceae,Staphylococcales,Bacilli,Firmicutes
Staphylococcus,10.9,7.77363184079602e-05,Staphylococcaceae,Staphylococcales,Bacilli,Firmicutes
Staphylococcus,9,0.000206484,Staphylococcaceae,Staphylococcales,Bacilli,Firmicutes
Breoghania,9,0.000412967,Stappiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Breoghania,10.9,0.000242718,Stappiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Breoghania,10.9,0.000233209,Stappiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Pannonibacter,9,0.000154863,Stappiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Pannonibacter,10.9,0.000388682,Stappiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Polymorphum,9,5.162089613875697e-05,Stappiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Stappia,9,0.000154863,Stappiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Stappia,10.9,0.000310945,Stappiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Stella,9,0.000412967,Stellaceae,ATCC43930,Alphaproteobacteria,Proteobacteria
Stella,10.9,0.000155473,Stellaceae,ATCC43930,Alphaproteobacteria,Proteobacteria
Steroidobacter,9,0.000412967,Steroidobacteraceae,Steroidobacterales,Gammaproteobacteria,Proteobacteria
Steroidobacter,10.9,0.000621891,Steroidobacteraceae,Steroidobacterales,Gammaproteobacteria,Proteobacteria
Streptococcus,9,0.000154863,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Streptococcus,10.9,0.000242718,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Kitasatospora,10.9,7.77363184079602e-05,Streptomycetaceae,Streptomycetales,Actinomycetia,Actinobacteriota
Kitasatospora,9,0.000206484,Streptomycetaceae,Streptomycetales,Actinomycetia,Actinobacteriota
Streptacidiphilus,9,0.000361346,Streptomycetaceae,Streptomycetales,Actinomycetia,Actinobacteriota
Streptacidiphilus,10.9,0.000242718,Streptomycetaceae,Streptomycetales,Actinomycetia,Actinobacteriota
Streptomyces,10.9,0.003886816,Streptomycetaceae,Streptomycetales,Actinomycetia,Actinobacteriota
Streptomyces,9,0.003252116,Streptomycetaceae,Streptomycetales,Actinomycetia,Actinobacteriota
Streptomyces,10.9,0.001213592,Streptomycetaceae,Streptomycetales,Actinomycetia,Actinobacteriota
Streptomycetaceae,10.9,7.77363184079602e-05,Streptomycetaceae,Streptomycetales,Actinomycetia,Actinobacteriota
Streptomycetaceae,10.9,0.000242718,Streptomycetaceae,Streptomycetales,Actinomycetia,Actinobacteriota
Streptomycetaceae,9,0.000103242,Streptomycetaceae,Streptomycetales,Actinomycetia,Actinobacteriota
Nocardiopsis,9,5.162089613875697e-05,Streptosporangiaceae,Streptosporangiales,Actinomycetia,Actinobacteriota
Nocardiopsis,10.9,7.77363184079602e-05,Streptosporangiaceae,Streptosporangiales,Actinomycetia,Actinobacteriota
Nonomuraea,9,0.000103242,Streptosporangiaceae,Streptosporangiales,Actinomycetia,Actinobacteriota
Nonomuraea,10.9,0.000242718,Streptosporangiaceae,Streptosporangiales,Actinomycetia,Actinobacteriota
Nonomuraea,10.9,7.77363184079602e-05,Streptosporangiaceae,Streptosporangiales,Actinomycetia,Actinobacteriota
Streptosporangium,10.9,0.000242718,Streptosporangiaceae,Streptosporangiales,Actinomycetia,Actinobacteriota
Thermobifida,10.9,7.77363184079602e-05,Streptosporangiaceae,Streptosporangiales,Actinomycetia,Actinobacteriota
Thermobifida,9,0.000103242,Streptosporangiaceae,Streptosporangiales,Actinomycetia,Actinobacteriota
Thermomonospora,10.9,7.77363184079602e-05,Streptosporangiaceae,Streptosporangiales,Actinomycetia,Actinobacteriota
Sulfuricella,10.9,0.000233209,Sulfuricellaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Sulfuricella,9,5.162089613875697e-05,Sulfuricellaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Sulfurimicrobium,9,0.000412967,Sulfuricellaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Sulfurimicrobium,10.9,0.000388682,Sulfuricellaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Sulfuriferula,9,0.000464588,Sulfuriferulaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Sulfuriferula,10.9,0.001010572,Sulfuriferulaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Sulfuriferula,10.9,0.000242718,Sulfuriferulaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Sulfuricaulis,9,5.162089613875697e-05,Sulfurifustaceae,Acidiferrobacterales,Gammaproteobacteria,Proteobacteria
Sulfuricaulis,10.9,7.77363184079602e-05,Sulfurifustaceae,Acidiferrobacterales,Gammaproteobacteria,Proteobacteria
Sulfurifustis,9,5.162089613875697e-05,Sulfurifustaceae,Acidiferrobacterales,Gammaproteobacteria,Proteobacteria
Sulfurovum,10.9,7.77363184079602e-05,Sulfurovaceae,Campylobacterales,Campylobacteria,Campylobacterota
Opisthokonta,10.9,0.000155473,Syllidae,Phyllodocida,Polychaeta,Annelida
Opisthokonta,9,5.162089613875697e-05,Syllidae,Phyllodocida,Polychaeta,Annelida
Synechococcus,9,0.00056783,Synechococcaceae,Synechococcales,Cyanobacteriia,Cyanobacteria
Synechococcus,10.9,0.000388682,Synechococcaceae,Synechococcales,Cyanobacteriia,Cyanobacteria
Synechococcus,10.9,0.000242718,Synechococcaceae,Synechococcales,Cyanobacteriia,Cyanobacteria
Syntrophobacter,10.9,7.77363184079602e-05,Syntrophobacteraceae,Syntrophobacterales,Syntrophobacteria,Desulfobacterota
Tepidiforma,10.9,0.000242718,Tepidiformaceae,Tepidiformales,Dehalococcoidia,Chloroflexota
Terricaulis,9,0.000309725,TH1-2,Caulobacterales,Alphaproteobacteria,Proteobacteria
Thalassospira,9,0.000206484,Thalassospiraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Meiothermus,10.9,0.000155473,Thermaceae,Deinococcales,Deinococci,Deinococcota
Meiothermus,9,0.000103242,Thermaceae,Deinococcales,Deinococci,Deinococcota
Thermacetogenium,10.9,7.77363184079602e-05,Thermacetogeniaceae,Thermacetogeniales,Moorellia,Firmicutes_B
Thermaerobacter,9,0.000206484,Thermaerobacteraceae,Thermaerobacterales,Thermaerobacteria,Firmicutes_E
Thermaerobacter,10.9,7.77363184079602e-05,Thermaerobacteraceae,Thermaerobacterales,Thermaerobacteria,Firmicutes_E
Thermincola,10.9,7.77363184079602e-05,Thermincolaceae,Thermincolales,Thermincolia,Firmicutes_B
Thermoanaerobacter,10.9,7.77363184079602e-05,Thermoanaerobacteraceae,Thermoanaerobacterales,Thermoanaerobacteria,Firmicutes_A
Thermococcus,9,5.162089613875697e-05,Thermococcaceae,Thermococcales,Thermococci,Methanobacteriota_B
Sphaerobacter,10.9,7.77363184079602e-05,Thermomicrobiaceae,Thermomicrobiales,Chloroflexia,Chloroflexota
Actinomadura,10.9,7.77363184079602e-05,Thermomonosporaceae,Actinomycetales,Actinomycetia,Actinobacteriota
Thermosediminibacter,10.9,7.77363184079602e-05,Thermosediminibacteraceae,Thermosediminibacterales,Thermosediminibacteria,Firmicutes_A
Cyanothece,9,5.162089613875697e-05,Thermosynechococcaceae,Thermosynechococcales,Cyanobacteriia,Cyanobacteria
Thermosynechococcus,9,0.000154863,Thermosynechococcaceae,Thermosynechococcales,Cyanobacteriia,Cyanobacteria
Thermosynechococcus,10.9,0.000155473,Thermosynechococcaceae,Thermosynechococcales,Cyanobacteriia,Cyanobacteria
Thermotoga,9,0.000103242,Thermotogaceae,Thermotogales,Thermotogae,Thermotogota
Thermovirga,9,0.000103242,Thermovirgaceae,Synergistales,Synergistia,Synergistota
Thioalkalivibrio,9,0.000774313,Thioalkalivibrionaceae,Ectothiorhodospirales,Gammaproteobacteria,Proteobacteria
Thioalkalivibrio,10.9,0.000233209,Thioalkalivibrionaceae,Ectothiorhodospirales,Gammaproteobacteria,Proteobacteria
Thioalkalivibrio,10.9,0.000242718,Thioalkalivibrionaceae,Ectothiorhodospirales,Gammaproteobacteria,Proteobacteria
Sulfuritortus,9,0.000103242,Thiobacillaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Sulfuritortus,10.9,0.000242718,Thiobacillaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Sulfuritortus,10.9,0.000155473,Thiobacillaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Thiobacillus,10.9,0.000242718,Thiobacillaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Thiobacillus,9,5.162089613875697e-05,Thiobacillaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Thiobacillus,10.9,7.77363184079602e-05,Thiobacillaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria
Thiohalobacter,9,0.000361346,Thiohalobacteraceae,Thiohalobacterales,Gammaproteobacteria,Proteobacteria
Thiohalobacter,10.9,0.000310945,Thiohalobacteraceae,Thiohalobacterales,Gammaproteobacteria,Proteobacteria
Thiohalobacter,10.9,0.000242718,Thiohalobacteraceae,Thiohalobacterales,Gammaproteobacteria,Proteobacteria
Sulfurivermis,10.9,0.000621891,Thiohalomonadaceae,Thiohalomonadales,Gammaproteobacteria,Proteobacteria
Sulfurivermis,9,0.000412967,Thiohalomonadaceae,Thiohalomonadales,Gammaproteobacteria,Proteobacteria
Sulfurivermis,10.9,0.000242718,Thiohalomonadaceae,Thiohalomonadales,Gammaproteobacteria,Proteobacteria
Thiomicrorhabdus,10.9,7.77363184079602e-05,Thiomicrospiraceae,Thiomicrospirales,Gammaproteobacteria,Proteobacteria
Thiomicrospira,9,5.162089613875697e-05,Thiomicrospiraceae,Thiomicrospirales,Gammaproteobacteria,Proteobacteria
Thiosulfativibrio,10.9,7.77363184079602e-05,Thiomicrospiraceae,Thiomicrospirales,Gammaproteobacteria,Proteobacteria
Tistrella,9,0.000258104,Tistrellaceae,Tistrellales,Alphaproteobacteria,Proteobacteria
Tistrella,10.9,0.000485437,Tistrellaceae,Tistrellales,Alphaproteobacteria,Proteobacteria
Tistrella,10.9,0.000155473,Tistrellaceae,Tistrellales,Alphaproteobacteria,Proteobacteria
Sugiyamaella,9.3,0.001851852,Trichomonascaceae,Saccharomycetales,Saccharomycetes,Ascomycota
Actinobacteria,10.9,0.002643035,Unknown,Unknown,Unknown,Actinobacteriota
Actinobacteria,9,0.001084039,Unknown,Unknown,Unknown,Actinobacteriota
Actinobacteria,10.9,0.001213592,Unknown,Unknown,Unknown,Actinobacteriota
Advenella,10.9,0.000242718,Alcaligenaceae,Burkholderiales,Betapreoteobacteria,Pseudomonadota
Advenella,10.9,7.77363184079602e-05,Alcaligenaceae,Burkholderiales,Betapreoteobacteria,Pseudomonadota
Alphaproteobacteria,10.9,0.00971704,Unknown,Unknown,Alphaproteobacteria,Proteobacteria
Alphaproteobacteria,9,0.008930415,Unknown,Unknown,Alphaproteobacteria,Proteobacteria
Alphaproteobacteria,10.9,0.00776699,Unknown,Unknown,Alphaproteobacteria,Proteobacteria
Alteromonadales,10.9,7.77363184079602e-05,Unknown,Enterobacterales,Gammaproteobacteria,Proteobacteria
Antarcticibacterium,9,0.000103242,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota
Aurantiacibacter,10.9,7.77363184079602e-05,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota
Aurantiacibacter,9,0.000154863,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota
Bacilli,9,5.162089613875697e-05,Unknown,Unknown,Bacilli,Bacillota
Bacillus,10.9,0.000544154,Bacillaceae,Bacillales,Bacilli,Bacillota
Bacillus,9,0.000258104,Bacillaceae,Bacillales,Bacilli,Bacillota
Bacteroidetes,10.9,7.77363184079602e-05,Unknown,Unknown,Unknown,Bacteroidota
Betaproteobacteria,9,0.000980797,Unknown,Unknown,Gammaproteobacteria,Proteobacteria
Betaproteobacteria,10.9,0.000970874,Unknown,Unknown,Gammaproteobacteria,Proteobacteria
